"nci_id","nct_id","official_title","inclusion_indicaInclusionor","description","Text","Boolean","" 
"NCI-2016-01430","NCT02921269","A Phase 2 Study of Atezolizumab (MPDL3280A) in Combination with Bevacizumab in Patients with Recurrent, Persistent, or Metastatic Cervical Cancer","Exclusion","Patients positive for human immunodeficiency virus (HIV) are NOT excluded from this study, but HIV-positive patients must have:  * A stable regimen of highly active anti-retroviral therapy (HAART)  * No requirement for concurrent antibiotics or antifungal agents for the prevention of opportunistic infections  * A CD4 count above 250 cells/mcL and an undetectable HIV viral load on standard PCR-based tests","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=YES AND Prevention and Treatment of Opportunistic Infection =NO AND CD4>250 {cells}/mm3 AND VIRAL LOAD=UNDETECTABLE {copies}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND C15840=NO AND  C103810>250 {cells}/mm3 AND C92544=C111568 {copies}/mm3)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c3289:affirmed;:affirmed;measurement:affirmed;c111568:affirmed;c15175:affirmed;c92544:affirmed;"
"NCI-2016-01461","NCT02923778","A Phase 2 Study of Talimogene Laherparepvec (T-VEC) and Radiation in Localized Soft Tissue Sarcoma","Exclusion","Other viral infections  * Known to have acute or chronic active hepatitis B or hepatitis C infection  * Known to have human immunodeficiency virus (HIV) infection  * Prior therapy with viral-based tumor vaccine  * Received live vaccine within 28 days prior to enrollment  individuals known to have HIV infection","HIV=NO OR HIV=UNKNOWN","C15175=NO OR C15175=C17998","c141405:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2016-01494","NCT02981628","A Phase 2 Study of Inotuzumab Ozogamicin (NSC# 772518) in Children and Young Adults with Relapsed or Refractory CD22+ B-Acute Lymphoblastic Leukemia (B-ALL)","Exclusion","Patients with known human immunodeficiency virus (HIV)","HIV=NO OR HIV=UNKNOWN","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;"
"NCI-2016-01501","NCT02936752","A Phase 1b Study of the Anti-PD1 Antibody Pembrolizumab in Combination with the Histone Deacetylase Inhibitor, Entinostat for Treatment of Patients with Myelodysplastic Syndromes after DNA Methyltransferase Inhibitor Therapy Failure","Exclusion","Patients with known history of testing positive for human immunodeficiency virus (HIV) or known acquired immunodeficiency syndrome (AIDS) might be enrolled if the viral load by polymerase chain reaction (PCR) is undetectable with/without active treatment and absolute lymphocyte count >= 350/ul; patients with a known positive test for hepatitis B virus surface antigen (HBV sAg) or hepatitis C virus ribonucleic acid (HCV antibody) indicating acute or chronic infection might be enrolled if the viral load by PCR is undetectable with/without active treatment","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND (AIDS=YES OR AIDS=NO) AND (Viral Load=UNDETECTABLE {copies}/mm3 AND (HAART=YES OR HAART=NO) AND CD4>=350 {cells}/mm3))","C15175=NO OR C15175=C17998 OR (C15175=YES AND (C2851=YES OR C2851=NO) AND (C92544=C111568 {copies}/mm3 AND (C94631=YES OR C94631=NO) AND  C103810>=350 {cells}/mm3))","c15175:affirmed;c15175:affirmed;c2851:affirmed;c92544:affirmed;c111568:affirmed;c141405:affirmed;c129452:affirmed;c92544:affirmed;c111568:affirmed;"
"NCI-2016-01502","NCT02305654","InPACT- International Penile Advanced Cancer Trial (International Rare Cancers Initiative Study)","N/A","","","",""
"NCI-2016-01588","NCT03007147","International Phase 3 Trial in Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia (Ph+ALL) Testing Imatinib in Combination with Two Different Cytotoxic Chemotherapy Backbones","N/A","","","",""
"NCI-2016-01595","NCT02954874","A Randomized, Phase III Trial to Evaluate the Efficacy and Safety of MK-3475 (Pembrolizumab) as Adjuvant Therapy for Triple Receptor-Negative Breast Cancer with â‰¥ 1 CM Residual Invasive Cancer or Positive Lymph Nodes (ypN+) after Neoadjuvant Chemotherapy","Inclusion","Patients must not have known active hepatitis B virus (HBV) or hepatitis C virus (HCV) infection prior to registration; patients who have completed curative therapy for HCV are eligible; patients with known human immunodeficiency virus (HIV) infection are eligible if they meet each of the following 3 criteria:  * CD4 counts >= 350 mm^3  * Serum HIV viral load of < 25,000 IU/ml and  * Treated on a stable antiretroviral regimen","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=350 {cells}/mm3 AND Viral Load<25000 {copies}/mm3 AND HAART=YES)","C15175=NO OR C15175=C17998 OR (C15175=YES AND  C103810>=350 {cells}/mm3 AND C92544<25000 {copies}/mm3 AND C94631=YES)","c141405:affirmed;c129452:affirmed;c15175:affirmed;c15175:affirmed;:affirmed;measurement:affirmed;measurement:affirmed;c15175:affirmed;c92544:affirmed;c94631:affirmed;"
"NCI-2016-01597","NCT03373760","A Phase II Study of MEDI4736 (Durvalumab) plus Tremelimumab as Therapy for Patients with Previously Treated Anti-PD-1/PD-L1 Resistant Stage IV Squamous Cell Lung Cancer (Lung-Map Non-Match Sub-Study)","Inclusion","Patients must not have known human immunodeficiency virus (HIV), or a known positive test for hepatitis B virus surface antigen (HBV sAg), or hepatitis C virus ribonucleic acid (HCV antibody) indicating current acute or chronic infection; patients with a positive hepatitis C antibody with a negative viral load are allowed","HIV=NO OR HIV=UNKNOWN","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;c141405:affirmed;c129452:affirmed;c129452:affirmed;c92544:affirmed;"
"NCI-2016-01619","NCT03180268","Phase III Trial of Observation versus Irradiation for a Gross Totally Resected Grade II Meningioma","Exclusion","Major medical illnesses or psychiatric impairments, which in the investigators opinion, will prevent administration or completion of the protocol therapy and/or preclude informed consent; these include, but are not restricted to:  * HIV testing is not required for eligibility for this protocol, and known HIV positive patients are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to step 2 registration  ","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=YES AND CD4>=200 {cells}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND  C103810>=200 {cells}/mm3)","c15175:negated;c15175:negated;c94631:negated;:affirmed;measurement:affirmed;"
"NCI-2016-01698","NCT02965716","A Phase II Study of Combining T-VEC (NSC-785349) and Pembrolizumab (NSC-776864) in Patients with Advanced Melanoma Who Have Progressed on Anti-PD1/L1 Based Therapy","Inclusion","Patients must not have known history of hepatitis B, hepatitis C, human immunodeficiency virus (HIV)","HIV=NO OR HIV=UNKNOWN ","C15175=NO OR C15175=C17998 ","c141405:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2016-01733","NCT02971501","A Phase II Trial of AZD9291 (Osimertinib) with or without Bevacizumab in Patients with EGFR Mutation Positive NSCLC and Brain Metastases","Exclusion","Human immunodeficiency virus (HIV)-positive patients on antiretroviral therapy that is a strong inducer CYP3A4; HIV-positive patient not on strong inducers of CYP3A4 are allowed","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND (HAART=NO OR (HAART=YES AND Cytochrome P450 3A4 Inhibitor=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND (C94631=NO OR (C94631=YES AND C111373=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2016-01769","NCT02974621","A Randomized Phase 2 Trial of Cediranib and Olaparib Compared to Bevacizumab in Patients with Recurrent Glioblastoma Who Have Not Received Prior VEGF Therapy","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible; appropriate studies will be undertaken in patients receiving combination antiretroviral therapy when indicated","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;c94631:affirmed;"
"NCI-2016-01771","NCT03274687","A Randomized Phase III Trial of Hypofractionated Post-prostatectomy Radiation Therapy (HYPORT) versus Conventional Post-prostatectomy Radiation Therapy (COPORT)","Exclusion","Severe, active co-morbidity, defined as follows:  * Human immunodeficiency virus (HIV) positive with cluster of differentiation (CD)4 count < 200 cells/microliter; note that patients who are HIV positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter within 30 days prior to registration; note also that HIV testing is not required for eligibility for this protocol ","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=YES AND CD4>=200 {cells}/mm3)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=YES AND  C103810>=200 {cells}/mm3)","c15175:affirmed;c15175:affirmed;measurement:affirmed;c15175:affirmed;c94631:affirmed;:affirmed;measurement:affirmed;c15175:affirmed;"
"NCI-2016-01804","NCT02978625","A Phase II Study of Talimogene Laherparepvec Followed by Talimogene Laherparepvec + Nivolumab in Refractory T Cell and NK Cell Lymphomas, Cutaneous Squamous Cell Carcinoma, Merkel Cell Carcinoma, and Other Rare Skin Tumors","Exclusion","Other viral infections:  * Known to have human immunodeficiency virus (HIV) infection  *individuals known to have HIV infection,   ","HIV=NO OR HIV=UNKNOWN","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2016-01825","NCT03188393","A Phase II Trial Assessing the Accuracy of Tumor Bed Biopsies in Predicting Pathologic Response in Patients with Clinical/Radiologic Complete Response after Neoadjuvant Chemotherapy in Order to Explore the Feasibility of Breast Conserving Treatment without Surgery","N/A","","","",""
"NCI-2016-01844","NCT03300544","A Phase I Study of Tailmogene Laheparepvec (Talimogene Laherparepvec) with Neoadjuvant Chemotherapy and Radiation in Adenocarcinoma of the Rectum","Exclusion"," individuals known to have HIV infection are ineligible  Patients with other viral infections are ineligible:  * Known to have human immunodeficiency virus (HIV) infection","HIV=NO OR HIV=UNKNOWN","C15175=NO OR C15175=C17998","c15175:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2016-01847","NCT03250299","Phase I Study to Determine the Safety and Tolerability of the Oral Microtubule Destabilizer BAL101553 in Combination with Standard Radiation in Patients with MGMT Promoter Unmethylated Newly Diagnosed Glioblastoma","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2016-01909","NCT02993146","Phase 1 and Pharmacology Study of Oral 5-Iodo-2-Pyrimidinone-2-Deoxyribose (IPdR) as a Prodrug for IUdR-Mediated Tumor Radiosensitization in Brain Metastases","Inclusion","Human immunodeficiency virus (HIV) positive (+) patients with CD4 counts >= 250 cells/mm^3 on anti-viral therapy are eligible for the study","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=250 {ceslls}/mm3 AND HAART=YES)","C15175=NO OR C15175=C17998 OR (C15175=YES AND  C103810>=250 {ceslls}/mm3 AND C94631=YES)","c15175:affirmed;c15175:affirmed;:affirmed;measurement:affirmed;measurement:affirmed;"
"NCI-2016-01981","NCT03150693","A Phase III Trial to Evaluate the Efficacy of the Addition of Inotuzumab Ozogamicin (A Conjugated Anti-CD22 Monoclonal Antibody) to Frontline Therapy in Young Adults (Ages 18-39 Years) with Newly Diagnosed Precursor B-Cell ALL","N/A","","","",""
"NCI-2016-02009","NCT03186898","A Phase III Randomized Trial of Protons versus Photons for Hepatocellular Carcinoma","Exclusion","HIV positive with CD4 count < 200 cells/microliter; note that patients who are human immunodeficiency virus (HIV) positive are eligible, provided they are under treatment with highly active antiretroviral therapy (HAART) and have a CD4 count >= 200 cells/microliter prior to registration; note also that HIV testing is not required for eligibility for this protocol","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=200 {cells}/mm3 AND HAART=YES)","C15175=NO OR C15175=C17998 OR (C15175=YES AND  C103810>=200 {cells}/mm3 AND C94631=YES)","c15175:affirmed;:affirmed;measurement:affirmed;c15175:affirmed;c15175:affirmed;c94631:affirmed;:affirmed;measurement:affirmed;c15175:affirmed;"
"NCI-2016-02060","NCT03216499","Single-Arm, Open-Label Phase II Efficacy Study of First-in-Class HIF2-Alpha Inhibitor, PT2385, for Patients with Recurrent Glioblastoma","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible due to potential drug-drug interactions with PT2385","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2017-00009","NCT03269669","Randomized Phase II Trial in Early Relapsing or Refractory Follicular Lymphoma","Inclusion"," patients with known human immunodeficiency virus (HIV) infection are eligible if they meet all of the following criteria:  * Patient must have no history of acquired immune deficiency syndrome (AIDS)-related complications, other than a history of low CD4+ T-cell count (< 200/mm3) prior to initiation of combination antiretroviral therapy; on study CD4+ T-cell count may not be informative due to leukemia and should not be used as an exclusion criterion if low  * Patient must be healthy on the basis of HIV disease with high likelihood of near normal life span were it not for the leukemia* Patient must have serum HIV viral load of < 200 copies/mm^3  * Patient must be on combination antiretroviral therapy with minimal pharmacokinetic interactions with study therapy and minimal overlapping clinical toxicity with protocol therapy; (recommend a regimen of the integrase inhibitor dolutegravir combined with either disoproxil fumarate/emtricitabine or dolutegravir combined with tenofovir alafenamide/emtricitabine)  * Protease inhibitors and once daily formulations containing cobicistat are NOT allowed due to potential pharmacokinetic interactions with leukemia  * Stavudine and zidovudine (AZT) are NOT allowed because of overlapping toxicity with protocol therapy","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND AIDS=NO AND HEALTHY=YES AND VIRAL LOAD<200{copies/mm3 AND HAART=YES)","C15175=NO OR C15175=C17998 OR (C15175=YES AND C2851=NO AND C115935=YES AND C92544<200{copies/mm3 AND C94631=YES)","c15175:affirmed;c15175:affirmed;c2851:possible;:possible;c94631:possible;:possible;c115935:possible;c15175:possible;c15175:possible;c92544:possible;measurement:possible;c94631:possible;c97366:possible;c97360:possible;c947:possible;"
"NCI-2017-00058","NCT03018249","A Randomized Surgical Window Pilot Investigation of the Relationship of Short Term Depo-Provera (Medroxyprogesterone Acetate) (NSC #26386) Compared to Depo-Provera plus Entinostat (NSC #706995) on the Morphologic, Biochemical, and Molecular Changes in Primary Endometrioid Adenocarcinoma of the Uterine Corpus","N/A","","","",""
"NCI-2017-00105","NCT03033576","A Phase II Randomized Study of Nivolumab (NSC-732442) with Ipilimumab (NSC-748726) or Ipilimumab Alone in Advanced Melanoma Patients Refractory to an Anti-PD1 or Anti-PD-L1 Agent","Inclusion","Patients with a known history of human immunodeficiency virus (HIV) must have CD4 count >= institutional lower limit of normal within 28 days prior to registration","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=Lower Limit of Normal {cells/mm3})","C15175=NO OR C15175=C17998 OR (C15175=YES AND C103810>=C25555 {cells}/mm3)","c15175:affirmed;c15175:affirmed;:affirmed;c25555:affirmed;"
"NCI-2017-00135","NCT03377556 ","A Phase II Study of Talazoparib (BMN 673) in Patients with Homologous Recombination Repair Deficiency Positive Stage IV Squamous Cell Lung Cancer (Lung-MAP Sub-Study)","N/A","","","",""
"NCI-2017-00178","NCT03067181","A Phase 3 Study of Active Surveillance for Low Risk and a Randomized Trial of Carboplatin vs. Cisplatin for Standard Risk Pediatric and Adult Patients with Germ Cell Tumors","N/A","","","",""
"NCI-2017-00203","NCT03180502","A Phase II Randomized Trial of Proton vs. Photon Therapy (IMRT) for Cognitive Preservation in Patients with IDH Mutant, Low to Intermediate Grade Gliomas","Exclusion","Severe, active co-morbidity defined as follows:  * Human immunodeficiency virus (HIV) positive with CD4 count < 200 cells/microliter; acquired immune deficiency syndrome (AIDS) based upon current Centers for Disease Control and Prevention (CDC) definition; note, however, that HIV testing is not required for entry into this protocol  ","HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=200 {cells}/mm3 AND AIDS=NO)","C15175=NO OR C15175=C17998 OR (C15175=YES AND  C103810>=200 {cells}/mm3 AND C2851=NO)","c15175:affirmed;c15175:affirmed;:affirmed;measurement:affirmed;c2851:affirmed;c15175:affirmed;"
